_id,name,status,content.book_code,book_id
5ebd6305c2ecd101167f6a08,Mastering Science,active,EL02S006,5ebd6305c2ecd101167f6a08/EL02S006/2/Science
5ebd6a6ac2ecd101167f7085,NCERT Science Grade 9,active,NCERT09S01,5ebd6a6ac2ecd101167f7085/NCERT09S01/9/Science
5ed935f544008f129d1962bd,Learning Elementary Science,active,EL02S027,5ed935f544008f129d1962bd/EL02S027/2/Science
5ed9e5b544008f129d19c8ed,Mental Ability Tests,active,IBPS035,5ed9e5b544008f129d19c8ed/IBPS035/PrePG/Reasoning
5ed9f70344008f129d19cb02,Biology,active,EL09B100,5ed9f70344008f129d19cb02/EL09B100/9/Biology
5eda0c1444008f129d19e14e,Daily Practice Problems (DPP) Inorganic Chemistry 1 NEET,active,PUGNEET5186,5eda0c1444008f129d19e14e/PUGNEET5186/11/Chemistry
5eea4cd4f547650828b61a16,Amazing Science,active,EL04S009,5eea4cd4f547650828b61a16/EL04S009/4/Science
5ef596e44e12dae87a5acb12,Daily Practice Problems (DPP) Optics and Modern Physics NEET,active,PUGNEET5191,5ef596e44e12dae87a5acb12/PUGNEET5191/PreUG/Physics
5efb993027278334e9e62ec2,The Joy of Science Today,active,EL05S008,5efb993027278334e9e62ec2/EL05S008/5/Science
5e9cb856b514c57476cc12e1,NEW ERA CHEMISTRY Textbook for Class X,active,EL10C004,5e9cb856b514c57476cc12e1/EL10C004/10/Chemistry
5ebd091488089454bc1d166d,Try Out Maths,active,EL07M001,5ebd091488089454bc1d166d/EL07M001/7/Mathematics
5ebd0af588089454bc1d189a,Do It Science,active,EL02S015,5ebd0af588089454bc1d189a/EL02S015/2/Science
5ebd64dbc2ecd101167f6bda,NCERT Mathematics Grade 6,active,NCERT06M01,5ebd64dbc2ecd101167f6bda/NCERT06M01/6/Mathematics
5ebfe05bc2ecd1011681ff90,Awareness Science Grade 4,active,EL04S227,5ebfe05bc2ecd1011681ff90/EL04S227/4/Science
5ed92bb844008f129d195d94,Daily Practice Problems (DPP) Inorganic Chemistry 2 NEET,active,PUGNEET5187,5ed92bb844008f129d195d94/PUGNEET5187/11/Chemistry
5ed9fb5044008f129d19d32d,Excel in Science,active,EL03S010,5ed9fb5044008f129d19d32d/EL03S010/3/Science
5edb3d5844008f129d1a1b6e,"Daily Practice Problems (DPP) Unit IX: Biotechnology, Unit X: Ecology NEET",active,PUGNEET5199,5edb3d5844008f129d1a1b6e/PUGNEET5199/11/Biology
5edf42113dc2504431c9ceb5,Discover Science Grade 2,active,EL02S012,5edf42113dc2504431c9ceb5/EL02S012/2/Science
5eea1735f547650828b508e5,Wow Science,active,EL02S044,5eea1735f547650828b508e5/EL02S044/2/Science
5eea4b83f547650828b611d7,EXPANDED UNIVERSAL SCIENCE,active,EL03S071,5eea4b83f547650828b611d7/EL03S071/3/Science
5f05886d27278334e9efd732,All in One - Science,active,EL06S059,5f05886d27278334e9efd732/EL06S059/6/Science
5f05aa7027278334e9f022ed,RRB Assistant Loco Pilot & Technicians,active,PPGRRB054,"5f05aa7027278334e9f022ed/PPGRRB054/PrePG/Quantitative Aptitude, Reasoning, General Awareness"
5f05b41227278334e9f03c40,Chhattisgarh General Knowledge,active,PPGSSC057,5f05b41227278334e9f03c40/PPGSSC057/PrePG/General Knowledge%2FGeneral Awareness
5f05d11d9a10ea4cb3b86a6e,Daily Practice Problems (DPP) Physical Chemistry Part 1 JEE Main and Advanced,active,PUGJEE5437,5f05d11d9a10ea4cb3b86a6e/PUGJEE5437/PreUG/Chemistry
5f0c35f49ba1ee9b28cb7e70,"Industrial Relations, Labour Laws & Social Security in India",active,UPSC006,5f0c35f49ba1ee9b28cb7e70/UPSC006/PrePG/General Knowledge%2F General Awareness
5f0c56869ba1ee9b28cc076a,Practice in Mental Maths Mathemind,active,EL02M040,5f0c56869ba1ee9b28cc076a/EL02M040/2/Mathematics
5f0f317a7f10acd6461a3064,Foundation Science Chemistry,active,EL10C014,5f0f317a7f10acd6461a3064/EL10C014/10/Chemistry
5ebbfd0088089454bc1c674e,Discovering Mathematics,active,EL02M001,5ebbfd0088089454bc1c674e/EL02M001/2/Mathematics
5ebc168088089454bc1c7edf,Maths Lab Activities,active,EL03M097,5ebc168088089454bc1c7edf/EL03M097/3/Mathematics
5ebce25288089454bc1ceb39,Science,active,EL02S024,5ebce25288089454bc1ceb39/EL02S024/2/Science
5ebd0c1288089454bc1d19c6,My Science Companion,active,EL05S005,5ebd0c1288089454bc1d19c6/EL05S005/5/Science
5ebd7077c2ecd101167f7568,NCERT Mathematics Grade 4,active,NCERT4M01,5ebd7077c2ecd101167f7568/NCERT4M01/4/Mathematics
5ebd7c4cc2ecd101167f7eeb,NCERT EVS Grade 3,active,NCERT03S01,5ebd7c4cc2ecd101167f7eeb/NCERT03S01/3/Environmental Studies
5ed9329a44008f129d195f5a,Science Today Grade 5,active,EL05S072,5ed9329a44008f129d195f5a/EL05S072/5/Science
5eda1bd044008f129d19e218,Daily Practice Problems (DPP) Physical Chemistry 1 NEET,active,PUGNEET5184,5eda1bd044008f129d19e218/PUGNEET5184/11/Chemistry
5edf44d73dc2504431c9d235,Core science chemistry,active,EL09C018,5edf44d73dc2504431c9d235/EL09C018/9/Chemistry
5eea1943f547650828b50e00,The Incredible Science,active,EL02S009,5eea1943f547650828b50e00/EL02S009/2/Science
5eea44bbf547650828b5e83e,Start Up Science,active,EL06S038,5eea44bbf547650828b5e83e/EL06S038/6/Science
5ef74abc4e12dae87a5c50bc,LIC Assistant Preliminary Examination Phase-1,active,PPGLIC011,"5ef74abc4e12dae87a5c50bc/PPGLIC011/PrePG/English, Quantitative Aptitude, Reasoning"
5f1040f97f10acd6461bbef2,Science Physics 10 Part 1,active,EL10P002,5f1040f97f10acd6461bbef2/EL10P002/10/Physics
5f130d767f10acd6461ecb93,Mathematics Class 5,active,RJ05M50,5f130d767f10acd6461ecb93/RJ05M50/5/Mathematics
5f191944e61885046e5fb008,The Elements of COORDINATE GEOMETRY 1,active,PUGEE037,5f191944e61885046e5fb008/PUGEE037/PreUG/Mathematics
5f2baa53ff6895284f066b23,Biology Grade 12,active,MH12B101,5f2baa53ff6895284f066b23/MH12B101/12/Biology
5efba01b27278334e9e637d7,NCERT Biology Grade 11,active,EB00005,5efba01b27278334e9e637d7/EB00005/11/Biology
5efd805e27278334e9e7bec4,Universal Mathematics,active,EL06M032,5efd805e27278334e9e7bec4/EL06M032/6/Mathematics
5efd880727278334e9e7ccf2,Mathematics Class 6,active,EL06M001,5efd880727278334e9e7ccf2/EL06M001/6/Mathematics
5f03fd8727278334e9edc0a7,Universal Science Grade 1,active,EL01S015,5f03fd8727278334e9edc0a7/EL01S015/1/Science
5f0425e127278334e9ee0f8f,Science for Ninth class Part 2 Chemistry,active,EL09C001,5f0425e127278334e9ee0f8f/EL09C001/9/Chemistry
5eeb8ada9764e032c4fd56e3,Daily Practice Problems (DPP) Physical Chemistry 2 NEET,active,PUGNEET5185,5eeb8ada9764e032c4fd56e3/PUGNEET5185/11/Chemistry
5efa08f94e12dae87a5e08fb,Skills in Mathematics Trigonometry for JEE Main and Advanced,active,ELM-54,5efa08f94e12dae87a5e08fb/ELM-54/PreUG/Mathematics
5f032d3427278334e9ed2caa,Fun With Mental Mathematics 2,active,EL02M033,5f032d3427278334e9ed2caa/EL02M033/2/Mathematics
5f043e9927278334e9ee478d,New Trends In Science Grade 5,active,EL05S036,5f043e9927278334e9ee478d/EL05S036/5/Science
5f047e9d27278334e9eee0ea,MODERN'S abc +of SCIENCE PHYSICS,active,EL09P028,5f047e9d27278334e9eee0ea/EL09P028/9/Physics
5f0570f327278334e9efaba5,NCERT Physics (Vol 2),active,NCERT11P02,5f0570f327278334e9efaba5/NCERT11P02/11/Physics
5f05f4dd9a10ea4cb3b8dd19,NCERT Mathematics (Vol 1),active,NCERT12M01,5f05f4dd9a10ea4cb3b8dd19/NCERT12M01/12/Mathematics
5ef74f124e12dae87a5c587b,Mental Ability & General English,active,PPGN148,"5ef74f124e12dae87a5c587b/PPGN148/PrePG/English, Quantitative Aptitude, Reasoning, General Knowledge%2F General Awareness"
5efba1b027278334e9e63f60,Precise Mathematics,active,EL01M057,5efba1b027278334e9e63f60/EL01M057/1/Mathematics
5f032f2227278334e9ed3000,Learning Science,active,EL04S046,5f032f2227278334e9ed3000/EL04S046/4/Science
5f0330c827278334e9ed352d,SCIENCE AHEAD,active,EL04S052,5f0330c827278334e9ed352d/EL04S052/4/Science
5f0721d99a10ea4cb3baa384,Exploring Science,active,EL07S018,5f0721d99a10ea4cb3baa384/EL07S018/7/Science
5f0c34d09ba1ee9b28cb790c,LIC AAO Exam Goal Post Phase - I Preliminary Exam,active,PPGLIC008,"5f0c34d09ba1ee9b28cb790c/PPGLIC008/PrePG/Quantitative Aptitude, Reasoning, English"
5f0d63079ba1ee9b28ce14a9,Mathematics CBSE Class 8,active,EL08M039,5f0d63079ba1ee9b28ce14a9/EL08M039/8/Mathematics
5f48cfe46b72683ab737d6e7,NCERT Exemplar Chemistry - Class 11,active,NC11C006,5f48cfe46b72683ab737d6e7/NC11C006/11/Chemistry
5f571c0dab793687ab735d49,Mathematics Text cum Workbook Fourth Standard Part - 1,active,KA04M003,5f571c0dab793687ab735d49/KA04M003/4/MATHEMATICS
5f05ea059a10ea4cb3b8c239,Frank Experience Science 5,active,EL05S016,5f05ea059a10ea4cb3b8c239/EL05S016/5/Science
5f0827bb9a10ea4cb3bbcabc,Junior Maths 3,active,EL03M062,5f0827bb9a10ea4cb3bbcabc/EL03M062/3/Mathematics
5f0c61fc9ba1ee9b28cc3ec7,Quantative Aptitude for Competitive Exam,active,PPGN254,5f0c61fc9ba1ee9b28cc3ec7/PPGN254/PrePG/Quantitative Aptitude
5f0d66129ba1ee9b28ce27d2,Joy of mathematics - 2,active,EL02M133,5f0d66129ba1ee9b28ce27d2/EL02M133/2/Mathematics
5f0ebf287f10acd6461823fb,Revised Longman Active Science,active,EL04S035,5f0ebf287f10acd6461823fb/EL04S035/4/Science
5f0ec6717f10acd646185d06,Skills in Mathematics Play With Graphs for JEE Main and Advanced,active,ELM-22,5f0ec6717f10acd646185d06/ELM-22/PreUG/Mathematics
5f15b38d7f10acd6462142c0,Resonance Chemistry Mole Concept,active,PUGNEET299,5f15b38d7f10acd6462142c0/PUGNEET299/PreUG/Chemistry
5f182f4be61885046e5eef4c,Science Grade 5,active,EL05S060,5f182f4be61885046e5eef4c/EL05S060/5/Science
5f1a6afff917ee53a5eedb3c,NCERT Exemplar Science - Class 8,active,NC08S003,5f1a6afff917ee53a5eedb3c/NC08S003/8/Science
5f0d84cf9ba1ee9b28ce7e8d,NCERT Exemplar Science - Class 6,active,NC06S005,5f0d84cf9ba1ee9b28ce7e8d/NC06S005/6/Science
5f0efcb17f10acd646196311,Resonance Structural Organization in Animals,active,PUGNEET298,5f0efcb17f10acd646196311/PUGNEET298/PreUG/Biology
5f0f35ab7f10acd6461a5b0c,Frank Primary Science 5,active,EL05S003,5f0f35ab7f10acd6461a5b0c/EL05S003/5/Science
5f12a2857f10acd6461df860,Science for generations,active,EL01S028,5f12a2857f10acd6461df860/EL01S028/1/Science
5f12a6377f10acd6461e11df,LEARNING SCIENCE FOR SMARTER LIFE,active,EL01S003,5f12a6377f10acd6461e11df/EL01S003/1/Science
5f15b52b7f10acd646214489,Daily Practice Problems (DPP) Physical Chemistry Part 2 JEE Main and Advanced Grade 11,active,PUGJEE5438,5f15b52b7f10acd646214489/PUGJEE5438/PreUG/Chemistry
5f16bd46410039bcbfd90c62,Study Guide SBI PO Preliminarty Examination 2019,active,PPGSBI009,"5f16bd46410039bcbfd90c62/PPGSBI009/PrePG/Quantitative Aptitude, English, Reasoning, General Knowledge%2F General Awareness"
5f1a6fe4f917ee53a5eefa74,Destination Maths,active,EL05M003,5f1a6fe4f917ee53a5eefa74/EL05M003/5/Mathematics
5f2ae681ff6895284f065862,Environmental Studies and Pedagogy CTET AND TETSs,active,PPGTET358,5f2ae681ff6895284f065862/PPGTET358/PrePG/ENVIRONMENTAL STUDIES & PEDAGOGY
5f05ff689a10ea4cb3b915c4,Eureka Plus Bringing Science to Life Grade 3,active,EL03S129,5f05ff689a10ea4cb3b915c4/EL03S129/3/Science
5f07f4009a10ea4cb3bb3439,Hand Book Of Banking Information,active,PPGEGA008,5f07f4009a10ea4cb3bb3439/PPGEGA008/PrePG/General Knowledge%2FGeneral Awareness
5f0f34837f10acd6461a4e5c,Frank Everyday Science,active,EL07S020,5f0f34837f10acd6461a4e5c/EL07S020/7/Science
5f182d9fe61885046e5ee6a6,Science Booster Grade 4,active,EL04S017,5f182d9fe61885046e5ee6a6/EL04S017/4/Science
5f192cb3e61885046e5fdf82,Connect With Science,active,EL03S125,5f192cb3e61885046e5fdf82/EL03S125/3/Science
5f192d72e61885046e5fe2b9,Mathematics Standard Five,active,MH05M050,5f192d72e61885046e5fe2b9/MH05M050/5/Mathematics
5f192e26e61885046e5fe5a0,Mathematics Standard Four,active,MH04M001,5f192e26e61885046e5fe5a0/MH04M001/4/Mathematics
5f1ca045f917ee53a5f12023,CISF Head Constable Recruitment Examination,active,PPGCDS110,"5f1ca045f917ee53a5f12023/PPGCDS110/PrePG/Quantitative Aptitude, Reasoning, English, General Knowledge%2FGeneral Awareness"
5f22cbfbdf29eca07a23a6ea,Science for Generations,active,EL02S057,5f22cbfbdf29eca07a23a6ea/EL02S057/2/SCIENCE
5f2455c010f983a2e9313a10,Secondary Physics,active,EL09P117,5f2455c010f983a2e9313a10/EL09P117/9/Physics
5f2cfba0249c4a72af5f348c,Science Term 2 Grade 6,active,TN06S052,5f2cfba0249c4a72af5f348c/TN06S052/6/Science
5f2d595862e9210d25524023,Galaxy A Course in Science,active,EL08S062,5f2d595862e9210d25524023/EL08S062/8/Science
5f2d63cc62e9210d25524090,Learning Elementary Science for Class 7,active,EL07S127,5f2d63cc62e9210d25524090/EL07S127/7/Science
5f22ccbadf29eca07a23a8dd,AWARENESS SCIENCE,active,EL07S105,5f22ccbadf29eca07a23a8dd/EL07S105/7/Science
5f24094cdf29eca07a25fc36,Learning science for smarter life,active,EL05S057,5f24094cdf29eca07a25fc36/EL05S057/5/Science
5f2415cadf29eca07a261efe,Concert Science Grade 7,active,EL07S050,5f2415cadf29eca07a261efe/EL07S050/7/Science
5f48cd54a3e92af236e2b1fc,Next Maths,active,EL07M046,5f48cd54a3e92af236e2b1fc/EL07M046/7/Mathematics
5f619d4db4175c979b8cd886,Awareness Science.,active,EL02S032,5f619d4db4175c979b8cd886/EL02S032/2/SCIENCE
5f61a581e02efecd8fcb9b3a,Environmental Science Volume 2 Term 3 Standard One,active,TN01S003,5f61a581e02efecd8fcb9b3a/TN01S003/1/ENVIRONMENTAL SCIENCE
5f2b9858c35aae273fe0b948,Mathematics Standard Six,active,MH06M001,5f2b9858c35aae273fe0b948/MH06M001/6/Mathematics
5f2ba1a6704544bf178c092c,CTET Environmental Studies Paper 1,active,PPGTET366,5f2ba1a6704544bf178c092c/PPGTET366/PrePG/Environmental Studies & Pedagogy
5f4643899408c8f98b8b2f3c,Together with Science Class 9,active,EL09S106,5f4643899408c8f98b8b2f3c/EL09S106/9/Science
5f478306fec0d9f6977972d2,Full Marks Science Grade 8,active,EL08S047,5f478306fec0d9f6977972d2/EL08S047/8/Science
5f61a8c8e02efecd8fcb9b5c,Mathematics Text cum Workbook Fourth Standard Part - 2,active,KA04M004,5f61a8c8e02efecd8fcb9b5c/KA04M004/4/MATHEMATICS
5f5710b0fb0f0c18b7020054,Chemistry Standard 11 Vol I,active,TN11C051,5f5710b0fb0f0c18b7020054/TN11C051/11/CHEMISTRY
5f61b79f88127153f194855c,Science Class 2,active,KA02S050,5f61b79f88127153f194855c/KA02S050/2/ENVIRONMENTAL STUDIES
5f61e74033c16d573933910e,Mathematics Standard 5 Part 1,active,KA05M003,5f61e74033c16d573933910e/KA05M003/5/MATHEMATICS
5f61e9197574fea980bcc946,Mathematics Standard 5 Part 2,active,KA05M004,5f61e9197574fea980bcc946/KA05M004/5/MATHEMATICS
